1 number of sets
#1
$1  51
0.000000000000000000e+00 1.255197870939025506e+03 -4.312885879909584240e-03 -3.601460510099140783e-03 1.873652847340151695e+00 1.813300312948876059e+00 -2.968251412078879142e-03 -9.717679124699242152e-03 1.261237767420000076e+10 2.526806621369999886e+09 5.462460482380737226e+00 5.386449310829123149e+00 1.209900832765695888e+01 5.452144532830000001e-01 7.039023117699999554e-01 1.488089769210674485e+00 0.000000000000000000e+00 -4.998979910759555195e-03 -3.317975836691989047e-03
2.070094173305139229e+00 1.257447996219710376e+03 -5.592255690953048218e-03 -3.745515564164283041e-03 1.874396818168705847e+00 1.813040661227784955e+00 -3.675778340448974772e-03 -9.863199571834423141e-03 1.264187641729999924e+10 2.527648248869999886e+09 5.476466883259378804e+00 5.383151475254830842e+00 1.210475796267133397e+01 5.456707508729999878e-01 7.029698211820000209e-01 1.489286661313128812e+00 0.000000000000000000e+00 -6.443723774561324093e-03 -3.389458052074046605e-03
3.844322663901194037e+00 1.269186313544618088e+03 -1.207840321580670034e-02 -5.852510798670399784e-03 1.869141702596451848e+00 1.807735476197775082e+00 -1.640364286433753076e-03 -8.709267368793474628e-03 1.251169505850000000e+10 2.480149313260000229e+09 5.606429031307176736e+00 5.440160345929684560e+00 1.226739449336187704e+01 5.504454699840000131e-01 6.937262793799999772e-01 1.525042056389424694e+00 0.000000000000000000e+00 -6.293629285923947082e-03 -4.224205625418063666e-03
5.618386796087300183e+00 1.236178860951525849e+03 -1.775703649021019570e-02 -5.556004322624377538e-03 1.841532326582026258e+00 1.795237469810129438e+00 6.423619431945356423e-03 5.089327774009696007e-03 1.232125201020000076e+10 2.428219917769999981e+09 5.435592316804976676e+00 5.249281906870612247e+00 1.173724829175601414e+01 5.614342221520000065e-01 6.738861936140000397e-01 1.512082768122285481e+00 0.000000000000000000e+00 -1.650617522053433525e-02 -4.591334266483244192e-03
7.392481745475271815e+00 1.175120084537583580e+03 -1.464760927941732632e-03 -8.455361864878503664e-03 1.783016260406828923e+00 1.768397689014612695e+00 3.839713062398946580e-02 1.141531103111421280e-02 1.144143774639999962e+10 2.208310035219999790e+09 5.309450599207344190e+00 5.162486969254879376e+00 1.116408939995088545e+01 5.700725571139999559e-01 6.403877197220000372e-01 1.553917850977646120e+00 0.000000000000000000e+00 1.390361693326554876e-02 -5.388650471306375908e-03
9.166576694863243446e+00 1.107255408782131099e+03 1.968228240228639056e-02 -3.737675827396293605e-03 1.662808072316297014e+00 1.766455164764543895e+00 1.152100442101093025e-01 3.807898172462736985e-02 1.095345052420000076e+10 2.086808227720000029e+09 4.483412746717881703e+00 5.170696845907371220e+00 9.812810901489473991e+00 5.857277187149999564e-01 5.847446280529999818e-01 1.537656012815560747e+00 -4.280395488900000345e+01 4.196705662088345140e-02 2.577734043074262401e-03
1.094041483423566952e+01 1.028449556534254953e+03 1.007873147812289316e-01 4.070959044938431311e-03 1.555433930453080427e+00 1.711106200802378741e+00 2.987976196497648673e-01 6.927058168293581675e-02 1.016250274789999962e+10 1.902067135509999990e+09 3.921815134129376101e+00 4.814191637693891579e+00 8.178000321605951584e+00 5.939147863889999712e-01 5.245650234249999988e-01 1.539727999672347636e+00 -3.590939731059999929e+01 1.402247550894489270e-01 8.288066412455937643e-03
1.271312300953969832e+01 9.589245644030780795e+02 1.604177439957358842e-01 1.276711692053967943e-02 1.421434862737107840e+00 1.676279802948775099e+00 5.129111378818899114e-01 1.028743100989128190e-01 9.683211777170000076e+09 1.785633828869999886e+09 3.264618496374329215e+00 4.354513642392596751e+00 6.298589824371906509e+00 5.913668887230000282e-01 4.598905021640000146e-01 1.509374285143596062e+00 -2.573682825819999920e+01 2.096673685891713990e-01 1.128693725678125287e-02
1.448839928499917740e+01 9.168526608052638949e+02 2.612564437312876464e-01 2.266539609873959374e-02 1.283861581176710009e+00 1.651503735470831513e+00 7.748684570051005416e-01 9.398857039833879989e-02 9.337642400860000610e+09 1.709739599880000114e+09 2.705821254880736326e+00 4.026665126829348296e+00 4.850426856448732948e+00 5.954269862909999933e-01 4.070510537290000230e-01 1.497869528704522057e+00 -1.892689441370000125e+01 3.188122406266174491e-01 1.686758085437851246e-02
1.596762497453837959e+01 8.921979143089779427e+02 3.304669110120655451e-01 3.133847303666683487e-02 1.185201556258346667e+00 1.643465904794462418e+00 9.600446033837742865e-01 9.865464215907075729e-02 9.374648500680000305e+09 1.739422962509999990e+09 2.271539483802857973e+00 3.773119516408024676e+00 3.858981722411044313e+00 6.126974997490000074e-01 3.636300070749999835e-01 1.451622827004639404e+00 -1.427625253639999947e+01 3.964216879086807088e-01 2.335986745834009101e-02
1.818019734446788505e+01 8.179575047847740734e+02 3.956682789309491910e-01 3.281260226611507763e-02 1.079502131819340294e+00 1.635479660655335010e+00 1.119164325492282286e+00 1.064856170057016660e-01 8.624632891030000687e+09 1.589827470799999952e+09 1.909066485598172491e+00 3.550673521159878998e+00 2.837892269012006974e+00 5.779910263080000332e-01 3.366770238119999870e-01 1.429756744316994510e+00 -1.097380596770000061e+01 4.968903658332330942e-01 2.226823216673229355e-02
1.996102071626313545e+01 7.764256706396465688e+02 4.370708405645051253e-01 3.911324330473908012e-02 1.020286920933950237e+00 1.642195775380984823e+00 1.122103336527814577e+00 1.255293450927967569e-01 8.437603185710000038e+09 1.562263152289999962e+09 1.670019825751502207e+00 3.349869544927745135e+00 2.388234906459107965e+00 5.429976056059999667e-01 3.333834705290000255e-01 1.377085946970658892e+00 -8.868245655100000846e+00 5.654368019304103488e-01 2.944511961361764851e-02
2.173568064768530661e+01 7.292896100322521988e+02 4.941886228232682532e-01 4.248668794350651812e-02 9.707896026644892151e-01 1.630498909419145548e+00 1.203040384893687698e+00 1.258009177663420020e-01 8.129262897710000038e+09 1.503444060460000038e+09 1.480395387148257358e+00 3.141168544432178855e+00 1.953690167190422766e+00 4.979723488989999947e-01 3.245372403910000147e-01 1.332964560902135664e+00 -7.621937975319999836e+00 6.377039536251744023e-01 3.433012761193503931e-02
